entry_identifier,start_date,end_date,source_ip,dest_ip,tool,user_context,command,description,output,comments,operator_name,extra_fields,oplog_id,tags
124,2024-02-03 07:26:54,2024-02-08 13:41:08,63.79.24.226,84.240.138.150,Cobalt Strike,sarahallen@combs-anderson.com,spawnto x64 /hour/beautiful.numbers,PID 15526,Failed,Selecting executable for post-exploitation jobs,Deborah Hunter,,,
125,2024-01-04 13:04:32,2024-02-16 02:31:15,63.79.24.226,84.240.138.150,Poseidon,jschmitt@martinez.com,pty ./kubectl can-i create pod,"PID 11021, Callback 4",Success,Conducting container discovery,Christy Green,,,
126,2024-06-12 03:07:11,2024-06-12 03:07:11.645264,206.0.98.240,35.79.43.142,Cobalt Strike,sfranklin@gordon.com,sleep 59,PID 14288,Success,Sleeping a beacon,Deborah Hunter,,,
127,2024-06-08 13:24:57,2024-06-08 13:24:57.297613,42.118.146.148,35.79.43.142,OST,sfranklin@gordon.com,sleep 99,PID: 27092,Success,Sleeping a beacon,Deborah Hunter,,,
128,2024-01-09 21:20:38,2024-02-15 22:47:06,155.225.136.72,126.91.142.205,OST,jschmitt@martinez.com,ls,PID: 13267,Failed,Listing files and directories,Deborah Hunter,,,
129,2024-03-16 05:43:12,2024-03-16 05:43:12.162457,63.79.24.226,35.79.43.142,Cobalt Strike,seanlopez@green-bullock.com,execute-assembly /already/no.exe,PID 27839,Failed,Running a local .NET executable,Richard Mcbride,,,
130,2024-02-07 18:43:47,2024-02-14 12:35:43,63.79.24.226,126.91.142.205,Poseidon,seanlopez@green-bullock.com,"socks {""action"":""start"",""port"":17228}","PID 4150, Callback 98",Success,Attempting to start a SOCKS proxy,Deborah Hunter,,,
131,2024-04-14 21:57:55,2024-04-14 21:57:55.341274,206.0.98.240,64.69.133.141,Poseidon,fwilliams@mays.com,pty whoami,"PID 1514, Callback 14",Failed,Obtaining user context,Christy Green,,,
132,2024-06-21 13:39:10,2024-06-21 13:39:10.414350,42.118.146.148,84.240.138.150,Poseidon,hendersonjohn@dalton-lam.com,pty ./kubectl get secrets,"PID 14863, Callback 32",Failed,Conducting container discovery,Christy Green,,,
133,2024-03-19 09:22:00,2024-03-19 09:22:00.295035,112.130.185.251,64.69.133.141,OST,seanlopez@green-bullock.com,download /form/with/player.mp3,PID: 16216,Failed,Downloading a file,Deborah Hunter,,,
134,2024-01-20 05:48:24,2024-02-03 14:44:19,206.0.98.240,35.79.43.142,Cobalt Strike,johngross@jones.com,pwd,PID 29413,Success,Obtaining current working directory,Deborah Hunter,,,
135,2024-01-15 03:42:23,2024-01-23 01:12:04,112.130.185.251,84.240.138.150,Poseidon,jschmitt@martinez.com,pty curl,"PID 10472, Callback 96",Failed,Attempting to use cURL,Richard Mcbride,,,
136,2024-01-23 01:03:28,2024-01-31 17:07:11,42.118.146.148,174.200.177.205,Cobalt Strike,sarahallen@combs-anderson.com,upload /western/board/job.csv,PID 5354,Success,Attempting a file upload,Richard Mcbride,,,
137,2023-12-20 17:41:26,2024-01-20 13:15:05,206.0.98.240,157.2.65.239,Cobalt Strike,jschmitt@martinez.com,shinject 13530 x64 /edge.bin,PID 20047,Failed,Attempting process injection,Deborah Hunter,,,
138,2024-03-10 06:29:03,2024-03-10 06:29:03.236116,163.193.224.188,174.200.177.205,Cobalt Strike,sarahallen@combs-anderson.com,inject-assembly 4451 /third/middle.exe,PID 23112,Failed,Injecting assembly into a process,Christy Green,,,
139,2024-03-23 22:23:51,2024-03-23 22:23:51.682651,155.225.136.72,126.91.142.205,OST,sfranklin@gordon.com,python3 CloudScraper.py -u aguilar.com >> /deal/more.txt,PID: 22835,Failed,Navigating to a directory,Richard Mcbride,,,
140,2023-12-18 23:40:27,2024-02-08 22:52:16,206.174.99.211,35.79.43.142,Poseidon,sarahallen@combs-anderson.com,"upload {""file_id"":""fba94ea9-392e-47e6-ba14-b926c198995e"",""remote_path""/production/tough.wav"",""overwrite"":false}","PID 10980, Callback 52",Failed,Attempting to upload a file,Richard Mcbride,,,
141,2024-04-13 02:04:34,2024-04-13 02:04:34.643210,163.193.224.188,64.69.133.141,Poseidon,fwilliams@mays.com,pty kubectl get namespaces,"PID 1034, Callback 17",Failed,Conducting container discovery,Deborah Hunter,,,
142,2024-03-20 23:23:19,2024-03-20 23:23:19.582851,42.118.146.148,18.176.66.97,OST,sarahallen@combs-anderson.com,download /form/with/player.mp3,PID: 16216,Failed,Downloading a file,Christy Green,,,
143,2024-04-02 17:09:49,2024-04-02 17:09:49.171049,112.130.185.251,18.176.66.97,OST,hendersonjohn@dalton-lam.com,ls,PID: 13267,Success,Listing files and directories,Deborah Hunter,,,
144,2024-02-27 20:08:41,2024-02-27 20:08:41.640923,42.118.146.148,84.240.138.150,Cobalt Strike,hendersonjohn@dalton-lam.com,sleep 59,PID 14288,Failed,Sleeping a beacon,Richard Mcbride,,,
145,2024-06-21 21:01:20,2024-06-21 21:01:20.265412,206.174.99.211,18.176.66.97,Poseidon,sarahallen@combs-anderson.com,pty ./kubectl get secrets,"PID 14863, Callback 32",Success,Conducting container discovery,Richard Mcbride,,,
146,2024-01-17 00:09:34,2024-02-09 02:27:22,63.79.24.226,126.91.142.205,Cobalt Strike,seanlopez@green-bullock.com,sleep 59,PID 14288,Failed,Sleeping a beacon,Richard Mcbride,,,
147,2024-04-25 23:06:29,2024-04-25 23:06:29.832772,112.130.185.251,126.91.142.205,Poseidon,seanlopez@green-bullock.com,"upload {""file_id"":""fba94ea9-392e-47e6-ba14-b926c198995e"",""remote_path""/production/tough.wav"",""overwrite"":false}","PID 10980, Callback 52",Failed,Attempting to upload a file,Deborah Hunter,,,
148,2024-02-25 11:38:37,2024-02-25 11:38:37.900898,42.118.146.148,64.69.133.141,Cobalt Strike,seanlopez@green-bullock.com,execute-assembly /already/no.exe,PID 27839,Failed,Running a local .NET executable,Richard Mcbride,,,
149,2024-06-19 12:13:03,2024-06-19 12:13:03.613436,206.0.98.240,174.200.177.205,Poseidon,jschmitt@martinez.com,pty ./kubectl get secrets,"PID 14863, Callback 32",Success,Conducting container discovery,Christy Green,,,
150,2024-05-18 04:49:06,2024-05-18 04:49:06.843550,155.225.136.72,126.91.142.205,OST,sarahallen@combs-anderson.com,ls,PID: 13267,Success,Listing files and directories,Deborah Hunter,,,
151,2024-02-22 12:16:59,2024-02-22 12:16:59.550582,163.193.224.188,18.176.66.97,Cobalt Strike,sarahallen@combs-anderson.com,spawn x64 HTTPS,PID 24618,Failed,Navigating to a directory,Richard Mcbride,,,
152,2024-05-09 05:19:47,2024-05-09 05:19:47.981184,112.130.185.251,18.176.66.97,Poseidon,jschmitt@martinez.com,sleep 38,"PID 16959, Callback 63",Failed,Sleeping a beacon,Christy Green,,,
153,2024-06-16 22:30:15,2024-06-16 22:30:15.139835,206.0.98.240,126.91.142.205,Poseidon,hendersonjohn@dalton-lam.com,"upload {""file_id"":""fba94ea9-392e-47e6-ba14-b926c198995e"",""remote_path""/production/tough.wav"",""overwrite"":false}","PID 10980, Callback 52",Success,Attempting to upload a file,Richard Mcbride,,,
154,2024-06-04 06:34:20,2024-06-04 06:34:20.725418,155.225.136.72,18.176.66.97,Poseidon,seanlopez@green-bullock.com,pty ./kubectl get pods,"PID 24116, Callback 48",Success,Conducting container discovery,Deborah Hunter,,,
155,2024-01-09 18:42:00,2024-01-15 05:03:09,155.225.136.72,35.79.43.142,OST,sfranklin@gordon.com,bbot -t bryant.biz-f safe -ef passive,PID: 27493,Failed,Using BBOT safe and passive modules,Christy Green,,,
156,2024-06-22 01:29:07,2024-06-22 01:29:07.496658,163.193.224.188,126.91.142.205,Cobalt Strike,seanlopez@green-bullock.com,cd /work/draw/event/training,PID 15662,Failed,Navigating to a directory,Christy Green,,,
157,2024-05-20 04:40:04,2024-05-20 04:40:04.792283,155.225.136.72,174.200.177.205,Cobalt Strike,hendersonjohn@dalton-lam.com,shinject 13530 x64 /edge.bin,PID 20047,Failed,Attempting process injection,Richard Mcbride,,,
158,2024-01-07 21:27:12,2024-01-13 23:47:00,206.174.99.211,18.176.66.97,Cobalt Strike,seanlopez@green-bullock.com,spawn x64 HTTPS,PID 24618,Success,Navigating to a directory,Deborah Hunter,,,
159,2024-01-08 20:43:42,2024-01-08 21:48:34,155.225.136.72,174.200.177.205,Poseidon,jschmitt@martinez.com,pty ./kubectl get namespaces -n cluster,"PID 459, Callback 68",Success,Conducting container discovery,Deborah Hunter,,,
160,2024-04-23 08:56:17,2024-04-23 08:56:17.093180,42.118.146.148,174.200.177.205,OST,johngross@jones.com,ls,PID: 13267,Success,Listing files and directories,Richard Mcbride,,,
161,2024-01-15 16:33:15,2024-02-06 04:45:38,63.79.24.226,174.200.177.205,Poseidon,fwilliams@mays.com,pty ./kubectl get secrets,"PID 14863, Callback 32",Success,Conducting container discovery,Richard Mcbride,,,
162,2024-06-11 06:16:01,2024-06-11 06:16:01.677243,112.130.185.251,157.2.65.239,Cobalt Strike,sarahallen@combs-anderson.com,shinject 13530 x64 /edge.bin,PID 20047,Failed,Attempting process injection,Richard Mcbride,,,
163,2024-01-20 23:07:08,2024-01-23 23:48:36,42.118.146.148,84.240.138.150,Poseidon,hendersonjohn@dalton-lam.com,"socks {""action"":""start"",""port"":17228}","PID 4150, Callback 98",Success,Attempting to start a SOCKS proxy,Deborah Hunter,,,
164,2024-01-19 08:39:41,2024-02-11 18:39:43,206.0.98.240,126.91.142.205,Cobalt Strike,johngross@jones.com,sleep 59,PID 14288,Failed,Sleeping a beacon,Christy Green,,,
165,2024-02-18 19:10:58,2024-02-18 19:10:58.849816,155.225.136.72,64.69.133.141,OST,johngross@jones.com,bbot -t alvarez-ware.com-m nmap,PID: 10705,Success,Using BBOT port scan,Deborah Hunter,,,
166,2024-01-03 23:32:14,2024-01-19 00:08:23,112.130.185.251,174.200.177.205,OST,sfranklin@gordon.com,download /form/with/player.mp3,PID: 16216,Success,Downloading a file,Christy Green,,,
167,2024-04-28 01:22:11,2024-04-28 01:22:11.795717,206.174.99.211,84.240.138.150,OST,jschmitt@martinez.com,bbot -t bryant.biz-f safe -ef passive,PID: 27493,Success,Using BBOT safe and passive modules,Richard Mcbride,,,
168,2023-12-22 21:48:39,2024-01-02 09:26:02,163.193.224.188,157.2.65.239,Poseidon,sarahallen@combs-anderson.com,"socks {""action"":""start"",""port"":17228}","PID 4150, Callback 98",Success,Attempting to start a SOCKS proxy,Richard Mcbride,,,
169,2024-04-04 20:05:02,2024-04-04 20:05:02.728366,42.118.146.148,64.69.133.141,OST,jschmitt@martinez.com,download /form/with/player.mp3,PID: 16216,Failed,Downloading a file,Christy Green,,,
170,2024-01-02 11:01:43,2024-02-01 13:57:02,206.174.99.211,84.240.138.150,OST,seanlopez@green-bullock.com,python3 CloudScraper.py -u aguilar.com >> /deal/more.txt,PID: 22835,Success,Navigating to a directory,Richard Mcbride,,,
171,2024-05-03 21:40:51,2024-05-03 21:40:51.792263,112.130.185.251,64.69.133.141,Cobalt Strike,fwilliams@mays.com,pwd,PID 29413,Failed,Obtaining current working directory,Richard Mcbride,,,
172,2024-05-26 03:58:07,2024-05-26 03:58:07.293916,112.130.185.251,174.200.177.205,Cobalt Strike,fwilliams@mays.com,inject-assembly 4451 /third/middle.exe,PID 23112,Failed,Injecting assembly into a process,Deborah Hunter,,,
173,2024-05-20 07:22:20,2024-05-20 07:22:20.965375,206.174.99.211,126.91.142.205,OST,sfranklin@gordon.com,cd /maintain/father,PID: 13177,Success,Navigating to a directory,Deborah Hunter,,,
174,2024-01-09 02:08:53,2024-01-31 19:11:30,163.193.224.188,157.2.65.239,OST,sfranklin@gordon.com,bbot -t alvarez-ware.com-m nmap,PID: 10705,Success,Using BBOT port scan,Christy Green,,,
175,2024-05-06 21:45:33,2024-05-06 21:45:33.924278,206.174.99.211,35.79.43.142,OST,seanlopez@green-bullock.com,cd /maintain/father,PID: 13177,Failed,Navigating to a directory,Richard Mcbride,,,
176,2024-06-01 12:08:26,2024-06-01 12:08:26.344731,112.130.185.251,157.2.65.239,Cobalt Strike,jschmitt@martinez.com,pwd,PID 29413,Success,Obtaining current working directory,Deborah Hunter,,,
177,2024-02-10 21:05:15,2024-02-13 23:14:49,206.0.98.240,174.200.177.205,Cobalt Strike,johngross@jones.com,spawn x64 HTTPS,PID 24618,Failed,Navigating to a directory,Deborah Hunter,,,
178,2024-02-20 11:11:00,2024-02-20 11:11:00.200192,206.0.98.240,64.69.133.141,OST,sarahallen@combs-anderson.com,ls,PID: 13267,Failed,Listing files and directories,Deborah Hunter,,,
179,2024-03-20 23:40:35,2024-03-20 23:40:35.576504,42.118.146.148,35.79.43.142,OST,hendersonjohn@dalton-lam.com,bbot -t alvarez-ware.com-m nmap,PID: 10705,Success,Using BBOT port scan,Christy Green,,,
180,2023-12-21 04:43:08,2024-02-08 15:36:06,163.193.224.188,18.176.66.97,Cobalt Strike,fwilliams@mays.com,spawnto x64 /hour/beautiful.numbers,PID 15526,Failed,Selecting executable for post-exploitation jobs,Richard Mcbride,,,
181,2024-04-08 04:30:48,2024-04-08 04:30:48.111878,206.0.98.240,35.79.43.142,Poseidon,sarahallen@combs-anderson.com,"upload {""file_id"":""fba94ea9-392e-47e6-ba14-b926c198995e"",""remote_path""/production/tough.wav"",""overwrite"":false}","PID 10980, Callback 52",Success,Attempting to upload a file,Christy Green,,,
182,2024-03-23 21:34:39,2024-03-23 21:34:39.142847,112.130.185.251,84.240.138.150,OST,seanlopez@green-bullock.com,download /form/with/player.mp3,PID: 16216,Failed,Downloading a file,Richard Mcbride,,,
183,2024-02-23 21:31:43,2024-02-23 21:31:43.485623,206.174.99.211,35.79.43.142,Cobalt Strike,sarahallen@combs-anderson.com,sleep 59,PID 14288,Success,Sleeping a beacon,Christy Green,,,
184,2024-03-14 18:42:06,2024-03-14 18:42:06.855923,155.225.136.72,35.79.43.142,Cobalt Strike,hendersonjohn@dalton-lam.com,execute-assembly /already/no.exe,PID 27839,Failed,Running a local .NET executable,Deborah Hunter,,,
185,2024-02-11 07:09:45,2024-02-16 01:29:36,112.130.185.251,174.200.177.205,OST,johngross@jones.com,python3 CloudScraper.py -u aguilar.com >> /deal/more.txt,PID: 22835,Failed,Navigating to a directory,Christy Green,,,
186,2023-12-25 11:12:07,2024-01-10 12:07:31,206.174.99.211,126.91.142.205,Poseidon,seanlopez@green-bullock.com,pty whoami,"PID 1514, Callback 14",Failed,Obtaining user context,Christy Green,,,
187,2023-12-23 08:47:03,2024-01-25 23:32:56,155.225.136.72,84.240.138.150,OST,fwilliams@mays.com,python3 CloudScraper.py -u aguilar.com >> /deal/more.txt,PID: 22835,Failed,Navigating to a directory,Christy Green,,,
188,2024-05-04 07:32:22,2024-05-04 07:32:22.659038,206.0.98.240,18.176.66.97,Cobalt Strike,fwilliams@mays.com,cd /work/draw/event/training,PID 15662,Failed,Navigating to a directory,Deborah Hunter,,,
189,2024-05-04 15:22:41,2024-05-04 15:22:41.774679,112.130.185.251,64.69.133.141,Poseidon,sfranklin@gordon.com,pty whoami,"PID 1514, Callback 14",Success,Obtaining user context,Deborah Hunter,,,
190,2024-05-29 20:58:51,2024-05-29 20:58:51.921337,163.193.224.188,18.176.66.97,OST,johngross@jones.com,bbot -t bryant.biz-f safe -ef passive,PID: 27493,Failed,Using BBOT safe and passive modules,Christy Green,,,
191,2024-01-30 20:08:30,2024-01-31 04:16:32,206.0.98.240,35.79.43.142,Poseidon,jschmitt@martinez.com,sleep 38,"PID 16959, Callback 63",Failed,Sleeping a beacon,Deborah Hunter,,,
192,2024-05-16 04:46:11,2024-05-16 04:46:11.271796,206.0.98.240,35.79.43.142,Cobalt Strike,sarahallen@combs-anderson.com,spawn x64 HTTPS,PID 24618,Success,Navigating to a directory,Deborah Hunter,,,
193,2023-12-25 19:56:12,2024-02-08 21:36:04,112.130.185.251,174.200.177.205,OST,hendersonjohn@dalton-lam.com,bbot -t alvarez-ware.com-m nmap,PID: 10705,Success,Using BBOT port scan,Richard Mcbride,,,
194,2024-06-11 23:11:35,2024-06-11 23:11:35.869732,63.79.24.226,35.79.43.142,Cobalt Strike,fwilliams@mays.com,shinject 13530 x64 /edge.bin,PID 20047,Success,Attempting process injection,Christy Green,,,
195,2023-12-28 21:04:19,2024-01-14 20:06:19,163.193.224.188,64.69.133.141,Poseidon,hendersonjohn@dalton-lam.com,pty curl,"PID 10472, Callback 96",Failed,Attempting to use cURL,Richard Mcbride,,,
196,2024-01-05 03:59:04,2024-01-13 06:12:21,206.0.98.240,126.91.142.205,Cobalt Strike,fwilliams@mays.com,execute-assembly /already/no.exe,PID 27839,Success,Running a local .NET executable,Deborah Hunter,,,
197,2024-04-02 03:09:47,2024-04-02 03:09:47.726006,206.0.98.240,126.91.142.205,OST,seanlopez@green-bullock.com,python3 CloudScraper.py -u aguilar.com >> /deal/more.txt,PID: 22835,Failed,Navigating to a directory,Deborah Hunter,,,
198,2024-05-08 22:12:15,2024-05-08 22:12:15.879073,112.130.185.251,126.91.142.205,OST,sfranklin@gordon.com,ls,PID: 13267,Failed,Listing files and directories,Christy Green,,,
199,2024-05-13 22:55:45,2024-05-13 22:55:45.844894,63.79.24.226,126.91.142.205,Cobalt Strike,sfranklin@gordon.com,sleep 59,PID 14288,Failed,Sleeping a beacon,Christy Green,,,
200,2024-03-27 00:55:21,2024-03-27 00:55:21.682470,206.0.98.240,174.200.177.205,Poseidon,sarahallen@combs-anderson.com,pty ./kubectl get secrets,"PID 14863, Callback 32",Success,Conducting container discovery,Deborah Hunter,,,
201,2024-01-13 01:09:04,2024-02-02 02:31:46,63.79.24.226,18.176.66.97,OST,sfranklin@gordon.com,cd /maintain/father,PID: 13177,Failed,Navigating to a directory,Christy Green,,,
202,2024-02-13 16:51:25,2024-02-15 15:50:52,42.118.146.148,174.200.177.205,Poseidon,fwilliams@mays.com,getenv,"PID 25658, Callback 42",Success,Attempting to get environment variables,Christy Green,,,
203,2024-01-21 00:52:10,2024-01-24 07:39:48,42.118.146.148,126.91.142.205,Poseidon,jschmitt@martinez.com,"upload {""file_id"":""fba94ea9-392e-47e6-ba14-b926c198995e"",""remote_path""/production/tough.wav"",""overwrite"":false}","PID 10980, Callback 52",Failed,Attempting to upload a file,Christy Green,,,
204,2024-02-17 03:08:15,2024-02-17 03:08:15.209684,206.174.99.211,126.91.142.205,Cobalt Strike,johngross@jones.com,shinject 13530 x64 /edge.bin,PID 20047,Failed,Attempting process injection,Deborah Hunter,,,
205,2024-05-06 22:54:22,2024-05-06 22:54:22.265187,206.0.98.240,174.200.177.205,Poseidon,sarahallen@combs-anderson.com,pty ./kubectl get pods,"PID 24116, Callback 48",Failed,Conducting container discovery,Christy Green,,,
206,2024-06-25 10:45:03,2024-06-25 10:45:03.852731,206.174.99.211,35.79.43.142,Cobalt Strike,sarahallen@combs-anderson.com,execute-assembly /already/no.exe,PID 27839,Failed,Running a local .NET executable,Deborah Hunter,,,
207,2024-02-07 22:13:15,2024-02-14 12:03:58,155.225.136.72,126.91.142.205,Poseidon,seanlopez@green-bullock.com,pty whoami,"PID 1514, Callback 14",Failed,Obtaining user context,Richard Mcbride,,,
208,2024-01-15 03:58:02,2024-02-06 18:05:02,42.118.146.148,35.79.43.142,OST,jschmitt@martinez.com,bbot -t alvarez-ware.com-m nmap,PID: 10705,Failed,Using BBOT port scan,Deborah Hunter,,,
209,2024-03-12 06:15:16,2024-03-12 06:15:16.476414,206.0.98.240,84.240.138.150,OST,hendersonjohn@dalton-lam.com,bbot -t bryant.biz-f safe -ef passive,PID: 27493,Success,Using BBOT safe and passive modules,Richard Mcbride,,,
210,2024-01-30 12:44:38,2024-02-06 04:33:42,42.118.146.148,174.200.177.205,OST,seanlopez@green-bullock.com,bbot -t bryant.biz-f safe -ef passive,PID: 27493,Success,Using BBOT safe and passive modules,Christy Green,,,
211,2024-06-12 21:52:29,2024-06-12 21:52:29.985420,206.0.98.240,64.69.133.141,Cobalt Strike,sarahallen@combs-anderson.com,execute-assembly /already/no.exe,PID 27839,Success,Running a local .NET executable,Deborah Hunter,,,
212,2024-01-18 00:27:55,2024-01-21 01:42:56,155.225.136.72,174.200.177.205,Cobalt Strike,johngross@jones.com,pwd,PID 29413,Success,Obtaining current working directory,Richard Mcbride,,,
213,2024-02-27 06:06:49,2024-02-27 06:06:49.175123,42.118.146.148,35.79.43.142,Cobalt Strike,johngross@jones.com,cd /work/draw/event/training,PID 15662,Failed,Navigating to a directory,Richard Mcbride,,,
214,2024-04-23 17:52:54,2024-04-23 17:52:54.698469,42.118.146.148,35.79.43.142,Cobalt Strike,sarahallen@combs-anderson.com,inject-assembly 4451 /third/middle.exe,PID 23112,Success,Injecting assembly into a process,Deborah Hunter,,,
215,2023-12-19 12:08:54,2024-01-08 15:20:08,42.118.146.148,174.200.177.205,OST,fwilliams@mays.com,download /form/with/player.mp3,PID: 16216,Failed,Downloading a file,Richard Mcbride,,,
